timestamp,co2_ppm,temp_c,humidity_pct,hr_bpm
2025-07-27 00:47:00,614.72,23.815,49.351,
2025-07-27 00:48:00,616.3862068965517,23.74896551724138,49.51862068965517,
2025-07-27 00:49:00,617.3964285714285,23.749285714285715,49.59357142857142,
2025-07-27 00:50:00,619.6517241379311,23.8348275862069,49.38103448275862,
2025-07-27 00:51:00,621.3448275862069,23.824137931034482,49.31413793103448,
2025-07-27 00:52:00,622.751724137931,23.852068965517244,49.27275862068966,
2025-07-27 00:53:00,622.3214285714286,23.87964285714286,49.13035714285714,
2025-07-27 00:54:00,626.8793103448276,23.817586206896554,49.21862068965517,
2025-07-27 00:55:00,627.0827586206897,23.673448275862068,49.535172413793106,
2025-07-27 00:56:00,622.0857142857143,23.677500000000002,49.47785714285715,
2025-07-27 00:57:00,620.055172413793,23.70758620689655,49.39931034482758,
2025-07-27 00:58:00,617.6620689655173,23.778275862068966,49.30827586206897,
2025-07-27 00:59:00,611.1275862068966,23.75413793103448,49.47896551724138,
2025-07-27 01:00:00,605.5689655172414,23.774482758620692,49.465862068965514,
2025-07-27 01:01:00,601.8827586206896,23.771379310344827,49.50931034482758,
2025-07-27 01:02:00,599.8793103448276,23.74103448275862,49.44655172413793,
2025-07-27 01:03:00,601.3925925925926,23.687037037037037,49.59777777777778,
2025-07-27 01:04:00,601.9586206896552,23.67896551724138,49.50586206896552,
2025-07-27 01:05:00,602.9655172413793,23.772413793103446,49.49206896551724,
2025-07-27 01:06:00,604.3793103448276,23.803448275862067,49.50827586206896,
2025-07-27 01:07:00,606.8310344827586,23.944137931034483,49.281724137931036,
2025-07-27 01:08:00,608.1379310344828,23.944827586206895,49.28689655172413,
2025-07-27 01:09:00,607.5,23.966206896551725,49.48862068965518,
2025-07-27 01:10:00,611.4296296296296,23.996666666666666,49.579629629629636,
2025-07-27 01:11:00,614.0275862068966,23.911379310344827,49.86034482758621,
2025-07-27 01:12:00,612.8892857142857,23.837857142857143,50.07678571428572,
2025-07-27 01:13:00,612.5206896551724,23.853448275862068,49.95724137931035,
2025-07-27 01:14:00,621.0068965517241,23.843793103448277,50.17413793103448,
2025-07-27 01:15:00,626.448275862069,23.861379310344827,50.06413793103448,
2025-07-27 01:16:00,626.5068965517241,23.83827586206897,50.092413793103454,
2025-07-27 01:17:00,631.1321428571429,23.870714285714286,49.957499999999996,
2025-07-27 01:18:00,632.5586206896552,23.847586206896555,49.986551724137925,
2025-07-27 01:19:00,633.1137931034483,23.852413793103448,50.02068965517241,
2025-07-27 01:20:00,632.1827586206896,23.86758620689655,49.829655172413794,
2025-07-27 01:21:00,624.8000000000001,23.863793103448273,49.76137931034482,
2025-07-27 01:22:00,621.125,23.795714285714286,50.05142857142857,
2025-07-27 01:23:00,625.2035714285714,23.745714285714286,50.129642857142855,
2025-07-27 01:24:00,623.2620689655172,23.678965517241377,50.209310344827585,
2025-07-27 01:25:00,622.6655172413792,23.666206896551724,50.293103448275865,
2025-07-27 01:26:00,623.7310344827587,23.68655172413793,50.259655172413794,
2025-07-27 01:27:00,628.3137931034482,23.683103448275862,50.4,
2025-07-27 01:28:00,629.7310344827587,23.72344827586207,50.16413793103448,
2025-07-27 01:29:00,628.717857142857,23.766785714285714,50.17178571428571,
2025-07-27 01:30:00,625.5758620689655,23.81344827586207,50.1,
2025-07-27 01:31:00,627.5275862068966,23.827241379310344,50.15137931034482,
2025-07-27 01:32:00,635.5785714285714,23.83142857142857,50.17964285714286,
2025-07-27 01:33:00,637.3517241379311,23.811724137931034,50.14379310344828,
2025-07-27 01:34:00,635.6137931034483,23.785172413793102,50.16724137931034,
2025-07-27 01:35:00,632.1892857142857,23.75142857142857,50.12071428571429,
2025-07-27 01:36:00,621.551724137931,23.744137931034484,49.92,
2025-07-27 01:37:00,614.403448275862,23.808620689655175,49.69931034482759,
2025-07-27 01:38:00,616.548275862069,23.802413793103447,49.65586206896552,
2025-07-27 01:39:00,617.6413793103447,23.789310344827587,49.76206896551724,
2025-07-27 01:40:00,618.7862068965517,23.715172413793105,50.09068965517241,
2025-07-27 01:41:00,623.7888888888889,23.747407407407408,50.03148148148148,
2025-07-27 01:42:00,624.3896551724138,23.775172413793104,49.956896551724135,
2025-07-27 01:43:00,620.7620689655172,23.77758620689655,49.973103448275864,
2025-07-27 01:44:00,621.8551724137931,23.797241379310346,49.9748275862069,
2025-07-27 01:45:00,624.0689655172414,23.791724137931034,49.924827586206895,
2025-07-27 01:46:00,623.7379310344828,23.80551724137931,49.821379310344824,
2025-07-27 01:47:00,621.4857142857143,23.787499999999998,49.887499999999996,
2025-07-27 01:48:00,623.9965517241379,23.724827586206896,50.111724137931034,
2025-07-27 01:49:00,624.7827586206897,23.776896551724136,50.002758620689654,
2025-07-27 01:50:00,629.6827586206896,23.715172413793105,50.125517241379306,
2025-07-27 01:51:00,629.6928571428572,23.756071428571428,49.99571428571429,
2025-07-27 01:52:00,627.4571428571428,23.670714285714286,50.21321428571429,
2025-07-27 01:53:00,627.2862068965517,23.67310344827586,50.25586206896552,
2025-07-27 01:54:00,630.4827586206897,23.66793103448276,50.269999999999996,
2025-07-27 01:55:00,628.8862068965517,23.62551724137931,50.560344827586206,
2025-07-27 01:56:00,632.1448275862069,23.639655172413793,50.749310344827585,
2025-07-27 01:57:00,631.7535714285714,23.537142857142857,50.909285714285716,
2025-07-27 01:58:00,632.6586206896551,23.569310344827585,50.87655172413793,
2025-07-27 01:59:00,632.0172413793103,23.53241379310345,50.980000000000004,
